Agent_ID,Product_Category,Commission_Percentage
Agent_103291,Electronics,17.02
Agent_1460282,Electronics,67.02
Agent_2250326,Fashion,9.00
Agent_180084,Auto & Accessories,3.43
Agent_1611512,Auto & Accessories,81.50
Agent_1422407,Electronics,39.88
Agent_1421273,Fashion,13.44
Agent_1653627,Auto & Accessories,3.05
Agent_1132721,Fashion,78.32
Agent_1587845,Electronics,61.56
Agent_125312,Auto & Accessories,9.96
Agent_1208445,Auto & Accessories,33.90
Agent_345215,Auto & Accessories,86.22
Agent_2368806,Auto & Accessories,84.21
Agent_207940,Auto & Accessories,7.31
Agent_47016,Home & Furniture,5.52
Agent_1859736,Electronics,73.67
Agent_1086539,Auto & Accessories,33.11
Agent_333734,Fashion,86.00
Agent_2008624,Home & Furniture,94.55
Agent_2136596,Electronics,92.51
Agent_231352,Fashion,5.67
Agent_1524637,Auto & Accessories,62.75
Agent_2124220,Home & Furniture,50.18
Agent_1791147,Home & Furniture,5.77
Agent_330729,Electronics,12.60
Agent_2367910,Electronics,43.08
Agent_160460,Home & Furniture,48.55
Agent_818733,Auto & Accessories,1.25
Agent_1624637,Home & Furniture,21.84
Agent_1595205,Auto & Accessories,54.41
Agent_559906,Home & Furniture,56.52
Agent_1153512,Electronics,20.13
Agent_1916017,Fashion,21.75
Agent_395256,Home & Furniture,77.30
Agent_2351986,Fashion,12.85
Agent_1942781,Electronics,35.94
Agent_1809600,Auto & Accessories,56.91
Agent_2034180,Fashion,29.74
Agent_1896731,Auto & Accessories,55.59
Agent_712555,Auto & Accessories,14.97
Agent_258269,Electronics,21.54
Agent_1425797,Fashion,4.43
Agent_2379119,Home & Furniture,33.26
Agent_309268,Home & Furniture,89.96
Agent_2337903,Fashion,71.97
Agent_944293,Auto & Accessories,13.30
Agent_925493,Electronics,73.62
Agent_1554418,Fashion,17.82
Agent_2170916,Fashion,81.54
Agent_520627,Fashion,8.42
Agent_200584,Fashion,8.39
Agent_285413,Home & Furniture,73.33
Agent_1369192,Home & Furniture,93.13
Agent_79120,Auto & Accessories,10.22
Agent_2149433,Fashion,12.53
Agent_1050762,Electronics,28.84
Agent_1040030,Home & Furniture,76.36
Agent_151940,Auto & Accessories,89.47
Agent_1361449,Auto & Accessories,71.67
Agent_654825,Electronics,96.94
Agent_729568,Home & Furniture,92.25
Agent_1899828,Fashion,60.10
Agent_1665713,Fashion,9.22
Agent_385539,Electronics,36.80
Agent_2188414,Electronics,39.09
Agent_1410768,Home & Furniture,43.43
Agent_1893889,Home & Furniture,36.21
Agent_1687593,Home & Furniture,17.80
Agent_497849,Fashion,68.83
Agent_696867,Auto & Accessories,85.96
Agent_2158431,Fashion,79.22
Agent_2080976,Fashion,17.49
Agent_1827359,Electronics,48.40
Agent_1825968,Fashion,75.49
Agent_204895,Auto & Accessories,14.35
Agent_102448,Auto & Accessories,10.39
Agent_280898,Electronics,97.57
Agent_542861,Home & Furniture,55.58
Agent_1577534,Fashion,91.45
Agent_1693450,Electronics,77.40
Agent_1013900,Electronics,8.37
Agent_579349,Auto & Accessories,97.36
Agent_2175535,Home & Furniture,39.24
Agent_1448675,Auto & Accessories,61.61
Agent_1407252,Auto & Accessories,81.07
Agent_272551,Home & Furniture,16.53
Agent_1471094,Fashion,68.63
Agent_402677,Fashion,23.71
Agent_2082696,Fashion,50.61
Agent_588165,Electronics,67.96
Agent_511983,Home & Furniture,40.41
Agent_196870,Auto & Accessories,48.06
Agent_803275,Electronics,50.36
Agent_1321322,Home & Furniture,39.06
Agent_325747,Auto & Accessories,69.27
Agent_44020,Home & Furniture,12.29
Agent_1517017,Home & Furniture,6.09
Agent_655947,Fashion,60.11
Agent_1136467,Home & Furniture,17.99
Agent_1053792,Fashion,29.36
Agent_530431,Electronics,56.94
Agent_160071,Fashion,34.96
Agent_919343,Electronics,87.14
Agent_691105,Home & Furniture,81.13
Agent_1136208,Home & Furniture,19.19
Agent_266076,Fashion,59.31
Agent_531277,Home & Furniture,88.93
Agent_2070733,Electronics,47.17
Agent_483048,Fashion,15.97
Agent_1524895,Electronics,46.99
Agent_1762064,Home & Furniture,14.57
Agent_730319,Electronics,6.20
Agent_1945034,Electronics,25.17
Agent_854261,Home & Furniture,41.40
Agent_1206338,Auto & Accessories,57.39
Agent_1313855,Home & Furniture,45.55
Agent_376666,Auto & Accessories,33.28
Agent_296005,Electronics,63.29
Agent_705728,Fashion,50.99
Agent_1498316,Electronics,39.93
Agent_450034,Auto & Accessories,51.17
Agent_1957595,Auto & Accessories,21.80
Agent_1906251,Auto & Accessories,83.82
Agent_893145,Home & Furniture,79.96
Agent_1319320,Auto & Accessories,91.66
Agent_1323666,Auto & Accessories,15.55
Agent_2272390,Auto & Accessories,35.02
Agent_2168766,Electronics,67.40
Agent_160595,Home & Furniture,40.58
Agent_2032485,Fashion,62.06
Agent_1447773,Fashion,50.72
Agent_394502,Fashion,36.29
Agent_1064034,Home & Furniture,73.07
Agent_938820,Auto & Accessories,59.34
Agent_1806282,Home & Furniture,32.79
Agent_1127964,Auto & Accessories,32.03
Agent_362370,Auto & Accessories,38.62
Agent_2296134,Home & Furniture,27.85
Agent_646183,Fashion,95.82
Agent_1824886,Auto & Accessories,29.71
Agent_157649,Home & Furniture,63.76
Agent_212638,Electronics,20.66
Agent_1519620,Electronics,28.59
Agent_1294563,Home & Furniture,91.49
Agent_9962,Auto & Accessories,48.37
Agent_2250264,Auto & Accessories,63.73
Agent_2350366,Fashion,86.11
Agent_1910370,Auto & Accessories,24.64
Agent_1516894,Fashion,18.33
Agent_785052,Electronics,76.94
Agent_940375,Electronics,15.69
Agent_355326,Electronics,20.76
Agent_2014744,Electronics,58.50
Agent_718209,Auto & Accessories,54.11
Agent_899365,Home & Furniture,96.71
Agent_2174737,Auto & Accessories,34.65
Agent_1595136,Home & Furniture,66.00
Agent_2269795,Auto & Accessories,83.58
Agent_1044542,Auto & Accessories,59.97
Agent_1363365,Electronics,36.78
Agent_1893500,Auto & Accessories,57.40
Agent_500038,Auto & Accessories,25.97
Agent_324791,Fashion,76.51
Agent_958211,Electronics,86.71
Agent_2193130,Home & Furniture,53.03
Agent_755121,Electronics,93.80
Agent_1491903,Home & Furniture,33.14
Agent_663708,Auto & Accessories,48.77
Agent_680401,Auto & Accessories,65.03
Agent_1901505,Fashion,59.62
Agent_2084621,Auto & Accessories,37.00
Agent_2332433,Fashion,51.03
Agent_1526547,Fashion,26.94
Agent_1588351,Auto & Accessories,92.02
Agent_1593399,Fashion,67.04
Agent_1759260,Home & Furniture,12.00
Agent_1604192,Auto & Accessories,47.71
Agent_2018734,Electronics,57.87
Agent_228823,Auto & Accessories,99.27
Agent_522428,Auto & Accessories,73.41
Agent_1113701,Electronics,60.13
Agent_434454,Auto & Accessories,82.90
Agent_579180,Electronics,89.67
Agent_473399,Auto & Accessories,71.97
Agent_193567,Electronics,56.71
Agent_749439,Home & Furniture,95.31
Agent_678072,Fashion,83.33
Agent_2204320,Auto & Accessories,98.20
Agent_80438,Fashion,14.50
Agent_1951074,Fashion,97.62
Agent_1075185,Electronics,17.28
Agent_1530594,Electronics,19.39
Agent_887372,Home & Furniture,59.23
Agent_842705,Electronics,70.73
Agent_90194,Fashion,16.93
Agent_1096871,Electronics,7.59
Agent_173142,Fashion,46.17
Agent_2058534,Auto & Accessories,34.72
Agent_2137317,Electronics,26.53
Agent_1817622,Auto & Accessories,51.17
Agent_177124,Fashion,30.18
Agent_435045,Home & Furniture,28.34
Agent_981831,Electronics,38.74
Agent_1796808,Electronics,55.20
Agent_1750170,Electronics,8.66
Agent_1830045,Fashion,61.27
Agent_175546,Auto & Accessories,23.18
Agent_1516775,Auto & Accessories,49.27
Agent_2111240,Fashion,72.16
Agent_888057,Auto & Accessories,28.30
Agent_2018783,Home & Furniture,77.68
Agent_180622,Home & Furniture,87.63
Agent_1660135,Auto & Accessories,93.94
Agent_1760340,Fashion,31.08
Agent_522364,Electronics,69.24
Agent_1661860,Home & Furniture,25.87
Agent_2154410,Electronics,8.02
Agent_2368258,Auto & Accessories,37.20
Agent_865882,Home & Furniture,78.51
Agent_619183,Fashion,58.00
Agent_1807213,Home & Furniture,37.02
Agent_2256523,Fashion,1.62
Agent_1042639,Fashion,62.45
Agent_817278,Home & Furniture,9.13
Agent_1367059,Home & Furniture,28.70
Agent_1827245,Auto & Accessories,53.38
Agent_933133,Home & Furniture,99.07
Agent_2396976,Auto & Accessories,76.85
Agent_1770127,Electronics,41.83
Agent_2191214,Auto & Accessories,21.40
Agent_1726902,Fashion,4.07
Agent_166191,Fashion,33.51
Agent_2378968,Auto & Accessories,18.08
Agent_1930347,Auto & Accessories,64.56
Agent_826836,Home & Furniture,5.58
Agent_1363938,Home & Furniture,58.93
Agent_977973,Auto & Accessories,47.34
Agent_671256,Auto & Accessories,49.83
Agent_199210,Home & Furniture,15.00
Agent_1838568,Home & Furniture,93.80
Agent_2244689,Auto & Accessories,99.32
Agent_804844,Home & Furniture,88.12
Agent_190673,Auto & Accessories,55.67
Agent_431771,Fashion,48.83
Agent_369529,Auto & Accessories,19.36
Agent_1898764,Fashion,64.97
Agent_1793491,Fashion,41.81
Agent_2362857,Electronics,22.28
Agent_2097796,Fashion,24.30
Agent_2013127,Electronics,79.12
Agent_2146367,Home & Furniture,16.72
Agent_2130014,Auto & Accessories,97.90
Agent_351384,Auto & Accessories,83.88
Agent_846649,Electronics,57.46
Agent_166304,Fashion,44.37
Agent_2299819,Auto & Accessories,49.64
Agent_39489,Electronics,29.79
Agent_1835675,Home & Furniture,58.52
Agent_1828223,Home & Furniture,46.60
Agent_2223041,Fashion,89.67
Agent_1931109,Electronics,36.90
Agent_226201,Home & Furniture,76.73
Agent_1749212,Electronics,85.98
Agent_1636298,Fashion,29.69
Agent_887831,Electronics,61.09
Agent_1694955,Fashion,89.11
Agent_2315782,Home & Furniture,30.79
Agent_2332186,Fashion,64.38
Agent_1601167,Fashion,73.62
Agent_1077066,Home & Furniture,79.93
Agent_390866,Fashion,75.40
Agent_1411587,Auto & Accessories,75.45
Agent_166619,Auto & Accessories,46.81
Agent_674551,Fashion,47.81
Agent_94098,Electronics,20.02
Agent_376960,Electronics,31.02
Agent_1807557,Auto & Accessories,49.54
Agent_119099,Fashion,98.24
Agent_484477,Electronics,33.51
Agent_1602760,Fashion,74.24
Agent_808531,Electronics,63.06
Agent_1038173,Home & Furniture,37.70
Agent_1678821,Electronics,11.64
Agent_2270119,Home & Furniture,94.51
Agent_660363,Auto & Accessories,91.80
Agent_1395719,Fashion,86.63
Agent_26978,Electronics,19.53
Agent_309078,Electronics,34.49
Agent_733824,Auto & Accessories,30.68
Agent_1036676,Home & Furniture,65.98
Agent_754975,Fashion,61.35
Agent_1336309,Electronics,27.70
Agent_394488,Electronics,14.27
Agent_241171,Fashion,80.30
Agent_1019671,Auto & Accessories,46.76
Agent_1626770,Home & Furniture,48.46
Agent_129210,Auto & Accessories,26.39
Agent_1685871,Fashion,78.14
Agent_440215,Electronics,79.14
Agent_1359063,Fashion,51.58
Agent_1515525,Home & Furniture,76.78
Agent_373290,Fashion,62.22
Agent_1060390,Home & Furniture,45.06
Agent_1467742,Electronics,60.90
Agent_147018,Home & Furniture,28.56
Agent_1417183,Auto & Accessories,76.11
Agent_1204742,Fashion,90.53
Agent_474280,Electronics,73.29
Agent_999430,Electronics,76.55
Agent_1717769,Auto & Accessories,22.98
Agent_515635,Home & Furniture,49.12
Agent_1325562,Electronics,37.74
Agent_1721632,Fashion,62.77
Agent_1266449,Fashion,42.46
Agent_1836839,Electronics,3.38
Agent_1751515,Electronics,75.23
Agent_293849,Fashion,79.71
Agent_1981925,Home & Furniture,35.36
Agent_1716270,Auto & Accessories,98.98
Agent_299635,Auto & Accessories,50.86
Agent_926936,Home & Furniture,83.46
Agent_2005861,Fashion,26.97
Agent_1151338,Home & Furniture,82.39
Agent_2299381,Home & Furniture,69.64
Agent_70955,Electronics,77.77
Agent_2242702,Electronics,73.19
Agent_376502,Fashion,34.18
Agent_25211,Fashion,64.32
Agent_633020,Auto & Accessories,29.62
Agent_2262686,Electronics,44.93
Agent_470100,Fashion,40.51
Agent_1246817,Home & Furniture,42.07
Agent_326534,Electronics,81.86
Agent_1421976,Auto & Accessories,20.39
Agent_2165495,Electronics,77.84
Agent_1674256,Electronics,39.63
Agent_1827768,Auto & Accessories,6.05
Agent_2298709,Auto & Accessories,51.78
Agent_2242354,Home & Furniture,7.56
Agent_626640,Home & Furniture,78.82
Agent_119772,Fashion,32.49
Agent_1309444,Auto & Accessories,12.94
Agent_1899480,Auto & Accessories,56.93
Agent_24324,Electronics,12.41
Agent_429903,Fashion,41.15
Agent_1518972,Fashion,93.37
Agent_1548123,Fashion,67.62
Agent_387797,Fashion,45.71
Agent_2072128,Electronics,62.39
Agent_60405,Auto & Accessories,16.64
Agent_1224491,Fashion,63.60
Agent_675951,Auto & Accessories,81.81
Agent_843012,Auto & Accessories,50.84
Agent_284772,Fashion,64.21
Agent_530483,Electronics,41.86
Agent_968975,Fashion,93.51
Agent_15610,Home & Furniture,82.68
Agent_790437,Fashion,74.35
Agent_2254015,Electronics,88.70
Agent_407855,Electronics,47.17
Agent_719822,Electronics,59.91
Agent_264406,Electronics,3.26
Agent_1200730,Home & Furniture,61.79
Agent_1728128,Home & Furniture,88.66
Agent_389777,Home & Furniture,8.15
Agent_733533,Auto & Accessories,54.70
Agent_538182,Fashion,27.68
Agent_966630,Home & Furniture,30.46
Agent_1591011,Auto & Accessories,91.37
Agent_2223465,Home & Furniture,79.52
Agent_2368588,Home & Furniture,58.39
Agent_100616,Auto & Accessories,6.46
Agent_1900150,Electronics,5.00
Agent_1829327,Auto & Accessories,56.61
Agent_2136500,Fashion,61.73
Agent_2319433,Fashion,23.18
Agent_1316494,Electronics,18.16
Agent_1786820,Home & Furniture,9.57
Agent_2379767,Fashion,40.39
Agent_1476093,Fashion,87.76
Agent_436967,Home & Furniture,74.82
Agent_1812820,Home & Furniture,16.43
Agent_1313806,Home & Furniture,13.40
Agent_389549,Electronics,73.77
Agent_1522262,Home & Furniture,5.21
Agent_2176822,Home & Furniture,22.88
Agent_1387751,Auto & Accessories,49.87
Agent_1717610,Electronics,84.55
Agent_87791,Electronics,90.68
Agent_581364,Home & Furniture,20.22
Agent_804838,Electronics,49.88
Agent_680389,Fashion,22.79
Agent_1777121,Auto & Accessories,30.23
Agent_2002812,Electronics,28.08
Agent_763650,Fashion,56.42
Agent_1847114,Auto & Accessories,11.64
Agent_130167,Auto & Accessories,79.56
Agent_1124064,Electronics,66.01
Agent_227362,Electronics,31.66
Agent_1503137,Electronics,80.23
Agent_1869739,Auto & Accessories,3.32
Agent_1676133,Fashion,7.66
Agent_1229586,Electronics,26.84
Agent_2307144,Home & Furniture,64.09
Agent_1036618,Electronics,93.31
Agent_387673,Auto & Accessories,93.57
Agent_1424419,Fashion,95.82
Agent_1648837,Home & Furniture,7.67
Agent_1181637,Electronics,55.31
Agent_701026,Fashion,45.41
Agent_1270487,Home & Furniture,25.71
Agent_959960,Auto & Accessories,29.69
Agent_671896,Home & Furniture,16.40
Agent_2191253,Fashion,32.99
Agent_720910,Auto & Accessories,28.33
Agent_1822675,Auto & Accessories,28.51
Agent_1916552,Auto & Accessories,7.49
Agent_629321,Fashion,59.02
Agent_1426062,Home & Furniture,27.65
Agent_297585,Fashion,81.66
Agent_1979728,Home & Furniture,94.26
Agent_762648,Electronics,16.88
Agent_1681146,Auto & Accessories,93.88
Agent_2324728,Auto & Accessories,82.02
Agent_1605403,Electronics,58.22
Agent_451195,Electronics,63.88
Agent_583308,Auto & Accessories,77.25
Agent_1487379,Fashion,46.61
Agent_947289,Auto & Accessories,24.33
Agent_2346878,Fashion,37.04
Agent_711061,Electronics,78.40
Agent_888054,Auto & Accessories,40.22
Agent_1686774,Fashion,4.75
Agent_1297033,Auto & Accessories,20.77
Agent_1826104,Home & Furniture,52.09
Agent_368047,Electronics,31.88
Agent_2209602,Electronics,54.39
Agent_1423480,Electronics,92.32
Agent_803756,Home & Furniture,66.48
Agent_992682,Electronics,14.62
Agent_1379290,Electronics,10.69
Agent_1755247,Home & Furniture,57.99
Agent_461326,Fashion,37.86
Agent_2254415,Fashion,68.68
Agent_941206,Home & Furniture,91.28
Agent_847929,Auto & Accessories,97.18
Agent_1603772,Auto & Accessories,7.29
Agent_242230,Auto & Accessories,52.85
Agent_1758683,Electronics,65.74
Agent_662641,Fashion,80.54
Agent_1836710,Home & Furniture,65.58
Agent_1476978,Auto & Accessories,45.24
Agent_2142215,Electronics,79.03
Agent_1084639,Fashion,55.56
Agent_1490127,Auto & Accessories,39.84
Agent_2303346,Home & Furniture,46.71
Agent_843256,Auto & Accessories,19.30
Agent_651204,Fashion,65.71
Agent_2336243,Electronics,14.01
Agent_1392645,Electronics,49.70
Agent_2284938,Fashion,84.18
Agent_1824878,Home & Furniture,43.15
Agent_1598438,Home & Furniture,42.71
Agent_150701,Home & Furniture,63.29
Agent_1608665,Auto & Accessories,15.53
Agent_248972,Home & Furniture,47.75
Agent_2391445,Electronics,62.96
Agent_700281,Home & Furniture,63.46
Agent_1814301,Electronics,54.16
Agent_430778,Fashion,89.29
Agent_1365574,Fashion,43.40
Agent_314316,Home & Furniture,4.30
Agent_2334063,Home & Furniture,79.78
Agent_528170,Electronics,24.96
Agent_1764288,Home & Furniture,74.66
Agent_2366200,Electronics,64.44
Agent_179175,Auto & Accessories,43.78
Agent_1114450,Auto & Accessories,97.30
Agent_371050,Auto & Accessories,69.11
Agent_1062815,Home & Furniture,33.32
Agent_2062335,Electronics,46.69
Agent_510485,Auto & Accessories,62.19
Agent_1250143,Electronics,21.51
Agent_47016,Fashion,71.25
Agent_1467418,Electronics,91.27
Agent_280205,Auto & Accessories,25.45
Agent_186408,Fashion,48.45
Agent_452984,Auto & Accessories,50.77
Agent_293030,Electronics,36.71
Agent_558236,Fashion,52.74
Agent_344065,Electronics,50.04
Agent_1975131,Electronics,4.94
Agent_1766205,Auto & Accessories,9.54
Agent_399123,Auto & Accessories,39.38
Agent_731608,Home & Furniture,62.95
Agent_1238954,Electronics,65.05
Agent_1718089,Electronics,73.31
Agent_1785142,Home & Furniture,69.23
Agent_73825,Auto & Accessories,62.30
Agent_1401444,Auto & Accessories,69.51
Agent_1495732,Auto & Accessories,78.43
Agent_225620,Home & Furniture,50.37
Agent_28050,Fashion,45.01
Agent_705857,Fashion,10.69
Agent_643018,Fashion,17.42
Agent_1997279,Home & Furniture,96.69
Agent_2189783,Auto & Accessories,58.75
Agent_662662,Fashion,89.01
Agent_1381516,Electronics,43.92
Agent_1622098,Home & Furniture,38.22
Agent_1281170,Electronics,21.18
Agent_889331,Auto & Accessories,68.96
Agent_1273490,Auto & Accessories,92.15
Agent_250619,Fashion,76.65
Agent_222813,Auto & Accessories,81.00
Agent_2126456,Auto & Accessories,58.19
Agent_1271284,Fashion,32.01
Agent_1281716,Home & Furniture,47.91
Agent_760986,Fashion,92.23
Agent_533933,Home & Furniture,37.46
Agent_468435,Home & Furniture,90.57
Agent_2350642,Auto & Accessories,72.51
Agent_1363609,Fashion,80.09
Agent_1236372,Fashion,75.90
Agent_809198,Auto & Accessories,67.31
Agent_322947,Electronics,85.64
Agent_826923,Fashion,47.56
Agent_1774384,Auto & Accessories,21.54
Agent_1346648,Auto & Accessories,6.74
Agent_1310528,Electronics,67.16
Agent_712675,Auto & Accessories,63.32
Agent_578471,Auto & Accessories,8.80
Agent_1937226,Auto & Accessories,13.24
Agent_2197336,Fashion,61.62
Agent_1331761,Fashion,2.62
Agent_1660958,Auto & Accessories,19.20
Agent_2078305,Auto & Accessories,53.86
Agent_656510,Auto & Accessories,29.69
Agent_267161,Electronics,54.49
Agent_800113,Auto & Accessories,6.33
Agent_1178688,Fashion,86.37
Agent_1037340,Home & Furniture,99.03
Agent_586188,Fashion,43.25
Agent_1095811,Fashion,63.21
Agent_1958267,Electronics,17.90
Agent_2390023,Electronics,14.87
Agent_332910,Auto & Accessories,79.09
Agent_1681686,Home & Furniture,16.46
Agent_2075407,Auto & Accessories,12.12
Agent_1180418,Fashion,5.89
Agent_304858,Electronics,54.94
Agent_1541786,Home & Furniture,9.27
Agent_2074810,Electronics,72.63
Agent_859383,Electronics,75.62
Agent_478996,Auto & Accessories,9.75
Agent_874423,Electronics,92.62
Agent_1380080,Auto & Accessories,44.67
Agent_1069000,Home & Furniture,94.56
Agent_840687,Fashion,67.75
Agent_1180625,Electronics,35.14
Agent_1845586,Fashion,22.97
Agent_1093048,Electronics,3.40
Agent_384459,Electronics,63.75
Agent_2332715,Electronics,8.93
Agent_103795,Electronics,85.56
Agent_2029093,Auto & Accessories,46.84
Agent_298144,Fashion,72.72
Agent_1705932,Fashion,2.72
Agent_1508524,Auto & Accessories,19.00
Agent_84576,Home & Furniture,54.90
Agent_1065432,Auto & Accessories,98.36
Agent_2271383,Auto & Accessories,46.17
Agent_1722525,Fashion,84.62
Agent_2168462,Auto & Accessories,66.65
Agent_1436782,Electronics,55.35
Agent_2150533,Home & Furniture,1.33
Agent_1174141,Auto & Accessories,29.14
Agent_622280,Electronics,77.99
Agent_897339,Fashion,13.34
Agent_517363,Electronics,13.69
Agent_2046223,Fashion,92.67
Agent_536093,Fashion,42.10
Agent_2058328,Auto & Accessories,96.82
Agent_756041,Fashion,76.47
Agent_273982,Home & Furniture,70.80
Agent_1746226,Fashion,26.37
Agent_236302,Fashion,63.23
Agent_195298,Electronics,68.04
Agent_1518594,Home & Furniture,43.71
Agent_430502,Auto & Accessories,72.46
Agent_359056,Electronics,98.85
Agent_1295605,Fashion,48.43
Agent_7410,Electronics,21.04
Agent_1457300,Electronics,67.61
Agent_279660,Auto & Accessories,16.70
Agent_1880736,Fashion,32.48
Agent_2332472,Auto & Accessories,42.50
Agent_296188,Auto & Accessories,59.14
Agent_492761,Auto & Accessories,46.33
Agent_2257064,Auto & Accessories,75.38
Agent_469559,Electronics,7.05
Agent_2127199,Auto & Accessories,95.19
Agent_95140,Electronics,67.99
Agent_769905,Home & Furniture,49.06
Agent_622149,Electronics,67.94
Agent_608644,Fashion,40.15
Agent_455640,Auto & Accessories,85.53
Agent_1879559,Fashion,88.27
Agent_373840,Fashion,42.21
Agent_1234467,Home & Furniture,89.06
Agent_797644,Fashion,87.80
Agent_2156490,Auto & Accessories,20.49
Agent_1830469,Fashion,99.93
Agent_1297516,Electronics,57.97
Agent_340400,Home & Furniture,84.92
Agent_39609,Fashion,64.54
Agent_2399594,Home & Furniture,82.35
Agent_2137658,Electronics,56.11
Agent_1850127,Home & Furniture,18.99
Agent_1376370,Auto & Accessories,50.03
Agent_1804355,Home & Furniture,40.31
Agent_1385137,Electronics,58.94
Agent_1498027,Electronics,8.04
Agent_307476,Electronics,95.42
Agent_29551,Electronics,13.87
Agent_1448600,Home & Furniture,44.44
Agent_262363,Electronics,93.92
Agent_646838,Electronics,62.27
Agent_1681841,Fashion,65.52
Agent_1633597,Auto & Accessories,3.16
Agent_2025087,Auto & Accessories,45.31
Agent_826341,Electronics,1.62
Agent_862806,Home & Furniture,14.64
Agent_2390034,Electronics,97.73
Agent_2164381,Auto & Accessories,20.89
Agent_131089,Auto & Accessories,79.48
Agent_1171614,Home & Furniture,13.78
Agent_97156,Electronics,99.85
Agent_386613,Home & Furniture,45.40
Agent_1912388,Home & Furniture,53.50
Agent_2126397,Home & Furniture,41.49
Agent_2247717,Auto & Accessories,79.47
Agent_1715120,Electronics,76.35
Agent_2283410,Auto & Accessories,10.88
Agent_1003674,Fashion,32.65
Agent_2006568,Home & Furniture,5.98
Agent_1031705,Fashion,17.69
Agent_1059301,Fashion,75.89
Agent_1210463,Home & Furniture,35.98
Agent_193922,Auto & Accessories,79.41
Agent_524681,Electronics,30.35
Agent_2016959,Home & Furniture,4.06
Agent_866678,Electronics,67.58
Agent_2294943,Auto & Accessories,64.27
Agent_1022188,Electronics,38.06
Agent_2298302,Electronics,76.33
Agent_1758204,Auto & Accessories,27.03
Agent_1443163,Electronics,24.41
Agent_2326898,Auto & Accessories,14.48
Agent_2224744,Home & Furniture,72.16
Agent_474969,Fashion,8.56
Agent_1856981,Electronics,10.84
Agent_1990744,Home & Furniture,42.54
Agent_1198038,Electronics,43.23
Agent_225936,Electronics,37.92
Agent_920289,Home & Furniture,50.00
Agent_447406,Home & Furniture,34.08
Agent_1888704,Auto & Accessories,45.81
Agent_1992758,Fashion,30.78
Agent_1686131,Fashion,61.03
Agent_298249,Home & Furniture,13.53
Agent_2392939,Electronics,44.33
Agent_818427,Auto & Accessories,46.84
Agent_1674426,Auto & Accessories,82.40
Agent_2112619,Auto & Accessories,75.59
Agent_2318354,Auto & Accessories,36.65
Agent_1028012,Fashion,42.50
Agent_2383259,Fashion,55.92
Agent_144887,Auto & Accessories,71.75
Agent_375398,Home & Furniture,39.11
Agent_1213535,Home & Furniture,38.86
Agent_700525,Electronics,22.93
Agent_1403171,Auto & Accessories,43.87
Agent_137955,Auto & Accessories,12.52
Agent_49101,Auto & Accessories,76.57
Agent_1124644,Electronics,85.29
Agent_1106136,Auto & Accessories,47.71
Agent_275924,Electronics,73.26
Agent_388286,Auto & Accessories,21.57
Agent_1795238,Fashion,37.91
Agent_1248114,Electronics,31.05
Agent_1814016,Electronics,67.45
Agent_1551604,Electronics,56.39
Agent_2366592,Electronics,21.84
Agent_732,Home & Furniture,77.09
Agent_581623,Fashion,19.54
Agent_1823892,Auto & Accessories,42.62
Agent_1691503,Electronics,51.60
Agent_1750436,Fashion,94.26
Agent_2061027,Electronics,73.61
Agent_611264,Electronics,23.20
Agent_228474,Home & Furniture,17.27
Agent_1417835,Fashion,7.73
Agent_1942762,Fashion,93.92
Agent_274033,Fashion,46.12
Agent_1048934,Home & Furniture,12.77
Agent_1319591,Electronics,18.77
Agent_1491962,Fashion,8.66
Agent_1957218,Fashion,26.49
Agent_713784,Fashion,40.44
Agent_2200935,Auto & Accessories,27.53
Agent_781681,Auto & Accessories,31.77
Agent_1521318,Electronics,70.87
Agent_1923081,Auto & Accessories,80.66
Agent_139839,Home & Furniture,75.22
Agent_632326,Electronics,9.09
Agent_1518918,Auto & Accessories,6.00
Agent_1207037,Home & Furniture,52.81
Agent_830026,Electronics,8.71
Agent_2320275,Electronics,50.22
Agent_284525,Electronics,29.70
Agent_2250879,Electronics,43.33
Agent_1676443,Home & Furniture,28.39
Agent_1836854,Auto & Accessories,43.30
Agent_028,Electronics,92.24
Agent_1784964,Electronics,96.12
Agent_1756282,Home & Furniture,95.85
Agent_370702,Auto & Accessories,59.25
Agent_1565938,Auto & Accessories,54.09
Agent_2257564,Electronics,29.61
Agent_1996850,Auto & Accessories,40.47
Agent_1312913,Home & Furniture,79.07
Agent_2293535,Fashion,53.96
Agent_923375,Fashion,94.88
Agent_93935,Fashion,86.35
Agent_683413,Home & Furniture,1.20
Agent_2324174,Home & Furniture,93.46
Agent_2319824,Home & Furniture,91.23
Agent_1519990,Home & Furniture,6.55
Agent_2230930,Auto & Accessories,42.14
Agent_1383232,Home & Furniture,22.79
Agent_1477095,Electronics,72.57
Agent_1506657,Home & Furniture,59.24
Agent_78015,Home & Furniture,78.40
Agent_1800412,Electronics,51.24
Agent_2034133,Home & Furniture,9.22
Agent_409199,Fashion,52.52
Agent_1923015,Home & Furniture,45.67
Agent_1592206,Electronics,66.72
Agent_296405,Fashion,35.64
Agent_1747265,Fashion,12.56
Agent_591499,Electronics,56.11
Agent_1057104,Auto & Accessories,6.72
Agent_1546859,Home & Furniture,76.43
Agent_1243202,Fashion,72.54
Agent_1908770,Home & Furniture,55.49
Agent_590718,Electronics,22.43
Agent_2074146,Auto & Accessories,98.22
Agent_940406,Electronics,25.92
Agent_1170471,Auto & Accessories,66.53
